Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr22	51899292	0.001104	71.947950
chr22	51899514	2.603604	71.948528
chr22	51899578	0.000000	71.948528
chr22	51899737	0.006289	71.948529
chr22	51900472	0.002721	71.948531
chr22	51901370	0.001114	71.948532
chr22	51901479	0.000000	71.948532
chr22	51901865	0.002591	71.948533
chr22	51902356	0.000000	71.948533
chr22	51903119	0.001311	71.948534
chr22	51904641	0.000657	71.948535
chr22	51904644	0.000000	71.948535
chr22	51904841	0.000000	71.948535
chr22	51905202	0.000000	71.948535
chr22	51907137	0.001034	71.948537
chr22	51908067	0.000000	71.948537
chr22	51908406	0.002950	71.948538
chr22	51909043	0.000000	71.948538
chr22	51909494	0.000000	71.948538
chr22	51910314	0.001220	71.948539
chr22	51911820	0.000664	71.948540
chr22	51913142	0.000756	71.948541
chr22	51914269	0.000887	71.948542
chr22	51915281	0.000988	71.948543
chr22	51915449	0.000000	71.948543
chr22	51915507	0.000000	71.948543
chr22	51915564	0.000000	71.948543
chr22	51915749	0.000000	71.948543
chr22	51915773	0.000000	71.948543
chr22	51916361	0.000000	71.948543
chr22	51916409	0.000000	71.948543
chr22	51916563	0.000000	71.948543
chr22	51917121	0.001792	71.948544
chr22	51917250	0.000000	71.948544
chr22	51917614	0.000000	71.948544
chr22	51918210	0.001678	71.948545
chr22	51918842	0.000000	71.948545
chr22	51918966	0.000000	71.948545
chr22	51921176	0.000905	71.948547
chr22	51921426	0.680000	71.948717
chr22	51921515	6.460674	71.949292
chr22	51922905	0.002158	71.949295
chr22	51923889	0.356707	71.949646
chr22	51924261	0.357527	71.949779
chr22	51924682	0.002375	71.949780
chr22	51924865	0.005464	71.949781
chr22	51925099	0.000000	71.949781
chr22	51925340	0.004149	71.949782
chr22	51931717	0.002666	71.949799
chr22	51932811	0.002742	71.949802
chr22	51932991	3.683333	71.950465
chr22	51933016	0.720000	71.950483
chr22	51933329	0.006390	71.950485
chr22	51933540	0.009479	71.950487
chr22	51933596	0.000000	71.950487
chr22	51933758	0.006173	71.950488
chr22	51933941	0.005464	71.950489
chr22	51935177	0.006472	71.950497
chr22	51935650	0.008457	71.950501
chr22	51936002	0.005682	71.950503
chr22	51936332	0.006061	71.950505
chr22	51939211	0.006947	71.950525
chr22	51940833	0.006782	71.950536
chr22	51940917	0.000000	71.950536
chr22	51941821	0.007743	71.950543
chr22	51942561	0.006757	71.950548
chr22	51942717	0.288462	71.950593
chr22	51943633	0.553493	71.951100
chr22	51943772	0.366906	71.951151
chr22	51943814	0.238095	71.951161
chr22	51945980	0.276547	71.951760
chr22	51946093	0.283186	71.951792
chr22	51946125	0.250000	71.951800
chr22	51946127	0.000000	71.951800
chr22	51946585	0.174672	71.951880
chr22	51946865	0.096429	71.951907
chr22	51947150	0.080702	71.951930
chr22	51947383	0.077253	71.951948
chr22	51947417	0.117647	71.951952
chr22	51947923	0.114625	71.952010
chr22	51948250	0.418960	71.952147
chr22	51948482	0.426724	71.952246
chr22	51950323	0.462249	71.953097
chr22	51950371	0.708333	71.953131
chr22	51950877	0.938735	71.953606
chr22	51957535	0.041604	71.953883
chr22	51958323	5.663706	71.958346
chr22	51958845	3.022989	71.959924
chr22	51959118	1.985348	71.960466
chr22	51959205	2.045977	71.960644
chr22	51959465	2.153846	71.961204
chr22	51959579	3.017544	71.961548
chr22	51959957	3.039683	71.962697
chr22	51961757	3.154444	71.968375
chr22	51961816	2.033898	71.968495
chr22	51961820	2.000000	71.968503
chr22	51962166	1.901734	71.969161
chr22	51962316	0.566667	71.969246
chr22	51962431	0.478261	71.969301
chr22	51962541	0.472727	71.969353
chr22	51962826	0.470175	71.969487
chr22	51962904	0.461538	71.969523
chr22	51963308	0.470297	71.969713
chr22	51963760	0.469027	71.969925
chr22	51963953	0.466321	71.970015
chr22	51964067	1.938596	71.970236
chr22	51964538	7.341826	71.973694
chr22	51964568	9.966667	71.973993
chr22	51964773	13.341463	71.976728
chr22	51965141	13.304348	71.981624
chr22	51965568	13.304450	71.987305
chr22	51966469	6.341842	71.993019
chr22	51967213	0.298387	71.993241
chr22	51967774	0.304813	71.993412
chr22	51967780	0.333333	71.993414
chr22	51967828	0.229167	71.993425
chr22	51968068	0.183333	71.993469
chr22	51968205	0.160584	71.993491
chr22	51968495	1.889655	71.994039
chr22	51969188	0.025974	71.994057
chr22	51969548	0.025000	71.994066
chr22	51969879	0.024169	71.994074
chr22	51970258	0.023747	71.994083
chr22	51970722	0.021552	71.994093
chr22	51971189	0.021413	71.994103
chr22	51971493	0.023026	71.994110
chr22	51971540	0.021277	71.994111
chr22	51973130	0.023270	71.994148
chr22	51973390	0.023077	71.994154
chr22	51975062	0.025120	71.994196
chr22	51975876	0.041769	71.994230
chr22	51976000	0.475806	71.994289
chr22	51976374	2.259358	71.995134
chr22	51976578	0.500000	71.995236
chr22	51976885	0.107492	71.995269
chr22	51977361	0.033613	71.995285
chr22	51977433	0.013889	71.995286
chr22	51977617	0.016304	71.995289
chr22	51978349	0.010929	71.995297
chr22	51978452	0.009709	71.995298
chr22	51978494	0.023810	71.995299
chr22	51978745	0.011952	71.995302
chr22	51978974	0.008734	71.995304
chr22	51979243	0.011152	71.995307
chr22	51980926	0.011884	71.995327
chr22	51982612	0.447212	71.996081
chr22	51982698	0.081395	71.996088
chr22	51982915	0.004608	71.996089
chr22	51982925	0.000000	71.996089
chr22	51983003	0.000000	71.996089
chr22	51983050	0.000000	71.996089
chr22	51983141	0.000000	71.996089
chr22	51983623	0.004149	71.996091
chr22	51984564	0.003188	71.996094
chr22	51984946	0.005236	71.996096
chr22	51985601	0.003053	71.996098
chr22	51986378	0.003861	71.996101
chr22	51987960	0.003793	71.996107
chr22	51988864	0.003319	71.996110
chr22	51989289	0.002353	71.996111
chr22	51991458	0.003688	71.996119
chr22	51992340	0.003401	71.996122
chr22	51992991	0.004608	71.996125
chr22	51993412	0.004751	71.996127
chr22	51996472	0.029085	71.996216
chr22	51997811	0.055265	71.996290
chr22	51997963	0.059211	71.996299
chr22	52000934	0.070347	71.996508
chr22	52001390	0.151316	71.996577
chr22	52002453	0.002822	71.996580
chr22	52002882	0.000000	71.996580
chr22	52003106	0.004464	71.996581
chr22	52003627	0.001919	71.996582
chr22	52006234	0.001918	71.996587
chr22	52006856	0.001608	71.996588
chr22	52006966	0.000000	71.996588
chr22	52007327	0.002770	71.996589
chr22	52008866	0.001949	71.996592
chr22	52009484	0.004854	71.996595
chr22	52009939	0.103297	71.996642
chr22	52009976	0.108108	71.996646
chr22	52011548	0.104326	71.996810
chr22	52015040	0.103952	71.997173
chr22	52015899	0.003492	71.997176
chr22	52016368	0.002132	71.997177
chr22	52019224	0.003151	71.997186
chr22	52020828	0.002494	71.997190
chr22	52022217	0.002880	71.997194
chr22	52024499	0.003067	71.997201
chr22	52025943	0.002770	71.997205
chr22	52026998	0.002844	71.997208
chr22	52027179	0.005525	71.997209
chr22	52028202	0.006843	71.997216
chr22	52029325	0.007124	71.997224
chr22	52031405	0.219231	71.997680
chr22	52032641	0.511327	71.998312
chr22	52033152	0.223092	71.998426
chr22	52033262	0.009091	71.998427
chr22	52034250	0.003036	71.998430
chr22	52035521	0.003934	71.998435
chr22	52035679	0.006329	71.998436
chr22	52037702	0.002966	71.998442
chr22	52040067	0.003383	71.998450
chr22	52040247	0.005556	71.998451
chr22	52043127	0.003125	71.998460
chr22	52044425	0.003082	71.998464
chr22	52044841	0.004808	71.998466
chr22	52045972	0.002653	71.998469
chr22	52047491	0.003292	71.998474
chr22	52047714	0.004484	71.998475
chr22	52049435	0.003486	71.998481
chr22	52051919	0.003221	71.998489
chr22	52052129	0.004762	71.998490
chr22	52052759	0.009524	71.998496
chr22	52052954	0.082051	71.998512
chr22	52055116	0.161425	71.998861
chr22	52056665	0.162040	71.999112
chr22	52057489	8.214806	72.005881
chr22	52058435	1.988372	72.007762
chr22	52058471	1.111111	72.007802
chr22	52210645	0.006190	72.008744
chr22	52211945	0.028462	72.008781
chr22	52212427	0.045643	72.008803
chr22	52213298	0.063146	72.008858
chr22	52214665	0.073884	72.008959
chr22	52220014	0.079828	72.009386
chr22	52220343	0.197568	72.009451
chr22	52220680	2.023739	72.010133
chr22	52220942	0.087786	72.010156
chr22	52221501	0.091234	72.010207
chr22	52223034	0.083496	72.010335
chr22	52223575	0.083179	72.010380
chr22	52224550	0.084103	72.010462
chr22	52225614	0.082707	72.010550
chr22	52225920	0.084967	72.010576
chr22	52226345	0.084706	72.010612
chr22	52229587	0.083282	72.010882
chr22	52230214	0.084530	72.010935
chr22	52234466	0.083490	72.011290
chr22	52235950	0.082884	72.011413
chr22	52240906	0.083737	72.011828
chr22	52245452	0.083810	72.012209
chr22	52246970	0.083663	72.012336
chr22	52247162	0.083333	72.012352
chr22	52247993	0.085439	72.012423
chr22	52250439	0.084628	72.012630
chr22	52252173	0.089965	72.012786
chr22	52253051	0.791572	72.013481
chr22	52253325	0.076642	72.013502
chr22	52254516	0.064652	72.013579
chr22	52255858	0.061103	72.013661
chr22	52256493	0.059843	72.013699
chr22	52259903	0.061290	72.013908
chr22	52265308	0.078446	72.014332
chr22	52271941	0.129353	72.015190
chr22	52275233	0.777339	72.017749
chr22	52276087	0.161593	72.017887
chr22	52284404	0.104845	72.018759
chr22	52284778	0.072193	72.018786
chr22	52286550	0.043454	72.018863
chr22	52288136	0.039723	72.018926
chr22	52290083	0.039548	72.019003
chr22	52290182	0.040404	72.019007
chr22	52292278	0.039122	72.019089
chr22	52294195	0.038602	72.019163
chr22	52296312	0.038734	72.019245
chr22	52296359	0.042553	72.019247
chr22	52301187	0.038732	72.019434
chr22	52305506	0.039129	72.019603
chr22	52305678	0.046512	72.019611
chr22	52305797	0.058824	72.019618
chr22	52305858	0.081967	72.019623
chr22	52309219	0.081523	72.019897
chr22	52310263	0.082375	72.019983
chr22	52313078	0.082771	72.020216
chr22	52314457	0.081218	72.020328
chr22	52320957	0.084308	72.020876
chr22	52321661	0.129261	72.020967
chr22	52324161	0.356800	72.021859
chr22	52325144	0.338759	72.022192
chr22	52325804	0.113636	72.022267
chr22	52327216	0.055949	72.022346
chr22	52327397	0.038674	72.022353
chr22	52328815	0.037377	72.022406
chr22	52329387	0.033217	72.022425
chr22	52329491	0.028846	72.022428
chr22	52330534	0.032598	72.022462
chr22	52331142	0.027961	72.022479
chr22	52338064	0.028604	72.022677
chr22	52339174	0.454054	72.023181
chr22	52339373	0.045226	72.023190
chr22	52340665	0.025542	72.023223
chr22	52340845	0.027778	72.023228
chr22	52342645	0.025556	72.023274
chr22	52343190	0.025688	72.023288
chr22	52343461	0.025830	72.023295
chr22	52344051	0.025424	72.023310
chr22	52347228	0.025811	72.023392
chr22	52347738	0.025490	72.023405
chr22	52347838	0.030000	72.023408
chr22	52348082	0.024590	72.023414
chr22	52350369	0.025798	72.023473
chr22	52350709	0.029412	72.023483
chr22	52351406	0.041607	72.023512
chr22	52355197	0.072540	72.023787
chr22	52355559	0.082873	72.023817
chr22	52357470	0.088959	72.023987
chr22	52359596	0.113829	72.024229
chr22	52360834	0.563005	72.024926
chr22	52362459	0.080615	72.025057
chr22	52364461	0.079920	72.025217
chr22	52365914	0.081900	72.025336
chr22	52366730	0.082108	72.025403
chr22	52366761	1.612903	72.025453
chr22	52367823	2.057439	72.027638
chr22	52369403	0.670886	72.028698
chr22	52369516	0.486726	72.028753
chr22	52369664	0.317568	72.028800
chr22	52373178	0.225669	72.029593
chr22	52373227	0.224490	72.029604
chr22	52373282	0.254545	72.029618
chr22	52374139	0.248541	72.029831
chr22	52375542	0.282252	72.030227
chr22	52376235	0.298701	72.030434
chr22	52376541	0.300654	72.030526
chr22	52377207	0.396396	72.030790
chr22	52377334	0.370079	72.030837
chr22	52377908	0.332753	72.031028
chr22	52378623	0.278322	72.031227
chr22	52381169	0.067164	72.031398
chr22	52382025	0.066589	72.031455
chr22	52382423	0.067839	72.031482
chr22	52383011	0.064626	72.031520
chr22	52384590	0.064598	72.031622
chr22	52384717	0.062992	72.031630
chr22	52385616	0.063404	72.031687
chr22	52386528	0.062500	72.031744
chr22	52388459	0.062662	72.031865
chr22	52392266	0.196480	72.032613
chr22	52393470	0.366279	72.033054
chr22	52393744	0.343066	72.033148
chr22	52396321	0.331005	72.034001
chr22	52401086	0.294858	72.035406
chr22	52401640	0.297834	72.035571
chr22	52402333	0.292929	72.035774
chr22	52404965	0.240502	72.036407
chr22	52407352	0.063259	72.036558
chr22	52407476	0.064516	72.036566
chr22	52407612	1.801471	72.036811
chr22	52410477	1.801745	72.041973
chr22	52411078	0.011647	72.041980
chr22	52411342	0.011364	72.041983
chr22	52411452	0.018182	72.041985
chr22	52412120	0.011976	72.041993
chr22	52413562	0.011789	72.042010
chr22	52416964	0.012052	72.042051
chr22	52419243	0.011847	72.042078
chr22	52421470	0.015267	72.042112
chr22	52424537	0.285621	72.042988
chr22	52424647	3.409091	72.043363
chr22	52424718	3.352113	72.043601
chr22	52424769	3.176471	72.043763
chr22	52426859	0.048325	72.043864
chr22	52430150	0.048314	72.044023
chr22	52431011	0.047619	72.044064
chr22	52431189	0.050562	72.044073
chr22	52432682	0.047555	72.044144
chr22	52436595	0.048045	72.044332
chr22	52438126	0.048334	72.044406
chr22	52439905	0.047780	72.044491
chr22	52441348	0.048510	72.044561
chr22	52443103	0.047863	72.044645
chr22	52448395	0.048186	72.044900
chr22	52449581	0.050590	72.044960
chr22	52450141	0.057143	72.044992
chr22	52451718	0.063412	72.045092
chr22	52453400	0.064209	72.045200
chr22	52454011	0.109656	72.045267
chr22	52454887	0.106164	72.045360
chr22	52457004	0.153519	72.045685
chr22	52457229	0.515556	72.045801
chr22	52460347	0.730276	72.048078
chr22	52463001	0.704974	72.049949
chr22	52463054	0.698113	72.049986
chr22	52465668	0.672150	72.051743
chr22	52468141	0.666801	72.053392
chr22	52469125	0.668699	72.054050
chr22	52471573	1.475082	72.057661
chr22	52473167	2.814931	72.062148
chr22	52474668	0.154564	72.062380
chr22	52474765	0.649485	72.062443
chr22	52475051	1.846154	72.062971
chr22	52475073	0.545455	72.062983
chr22	52475162	0.179775	72.062999
chr22	52475607	0.649438	72.063288
chr22	52475641	0.647059	72.063310
chr22	52476108	0.411135	72.063502
chr22	52476469	0.257618	72.063595
chr22	52476797	0.003049	72.063596
chr22	52476870	0.013699	72.063597
chr22	52476940	0.000000	72.063597
chr22	52477123	0.005464	72.063598
chr22	52477782	0.004552	72.063601
chr22	52478191	0.002445	72.063602
chr22	52478970	0.005135	72.063606
chr22	52479327	0.002801	72.063607
chr22	52479487	0.006250	72.063608
chr22	52479764	0.003610	72.063609
chr22	52480795	0.004850	72.063614
chr22	52481402	0.003295	72.063616
chr22	52481438	0.000000	72.063616
chr22	52481583	0.006897	72.063617
chr22	52481635	0.019231	72.063618
chr22	52481750	0.034783	72.063622
chr22	52482241	0.431772	72.063834
chr22	52482785	0.431985	72.064069
chr22	52483302	0.605416	72.064382
chr22	52483586	0.588028	72.064549
chr22	52483600	0.500000	72.064556
chr22	52483829	0.532751	72.064678
chr22	52483986	0.363057	72.064735
chr22	52484889	0.179402	72.064897
chr22	52485773	0.326923	72.065186
chr22	52489444	0.004358	72.065202
chr22	52491323	0.003725	72.065209
chr22	52491427	0.000000	72.065209
chr22	52491629	0.004950	72.065210
chr22	52493167	0.003251	72.065215
chr22	52493443	0.003623	72.065216
chr22	52493472	0.034483	72.065217
chr22	52493622	0.000000	72.065217
chr22	52494977	0.003690	72.065222
chr22	52495137	0.006250	72.065223
chr22	52495324	0.000000	72.065223
chr22	52497204	0.003723	72.065230
chr22	52498801	0.003757	72.065236
chr22	52499626	0.003636	72.065239
chr22	52500011	1.171429	72.065690
chr22	52500292	1.245552	72.066040
chr22	52501170	2.152620	72.067930
chr22	52501562	2.086735	72.068748
chr22	52502796	0.153971	72.068938
chr22	52502887	0.153846	72.068952
chr22	52503313	0.152582	72.069017
chr22	52503589	0.155797	72.069060
chr22	52504027	0.159817	72.069130
chr22	52504498	0.159236	72.069205
chr22	52505867	0.154858	72.069417
chr22	52507270	0.121882	72.069588
chr22	52508963	0.109273	72.069773
chr22	52513801	0.109549	72.070303
chr22	52515885	0.109405	72.070531
chr22	52517906	17.916378	72.106740
chr22	52520149	0.654481	72.108208
chr22	52520680	0.606403	72.108530
chr22	52524308	0.533076	72.110464
chr22	52525247	0.486688	72.110921
chr22	52527070	0.448711	72.111739
chr22	52527299	0.445415	72.111841
chr22	52527465	0.439759	72.111914
chr22	52528849	0.431358	72.112511
chr22	52530018	0.445680	72.113032
chr22	52530878	0.394186	72.113371
chr22	52530997	0.394958	72.113418
chr22	52532586	0.394588	72.114045
chr22	52533038	0.393805	72.114223
chr22	52533076	0.315789	72.114235
chr22	52535197	0.322489	72.114919
chr22	52535772	0.302609	72.115093
chr22	52535785	0.307692	72.115097
chr22	52536702	0.272628	72.115347
chr22	52536724	0.227273	72.115352
chr22	52537263	0.204082	72.115462
chr22	52537324	0.180328	72.115473
chr22	52537809	0.160825	72.115551
chr22	52540420	0.147836	72.115937
chr22	52541067	0.151468	72.116035
chr22	52543886	0.151827	72.116463
chr22	52547756	1.414729	72.121938
chr22	52548605	1.414605	72.123139
chr22	52548933	0.185976	72.123200
chr22	52549396	0.170626	72.123279
chr22	52549599	0.172414	72.123314
chr22	52550061	0.170996	72.123393
chr22	52550618	0.170557	72.123488
chr22	52551598	0.171429	72.123656
chr22	52551716	0.177966	72.123677
chr22	52551852	0.169118	72.123700
chr22	52552031	0.173184	72.123731
chr22	52552861	0.175904	72.123877
chr22	52553628	0.178618	72.124014
chr22	52554061	0.166282	72.124086
chr22	52555398	0.166043	72.124308
chr22	52557242	1.619848	72.127295
chr22	52557316	0.297297	72.127317
chr22	52558666	0.134074	72.127498
chr22	52559039	0.134048	72.127548
chr22	52561009	0.133503	72.127811
chr22	52563131	0.133836	72.128095
chr22	52563613	0.132780	72.128159
chr22	52563731	0.135593	72.128175
chr22	52563941	0.133333	72.128203
chr22	52564192	0.155378	72.128242
chr22	52564398	0.155340	72.128274
chr22	52564809	0.155718	72.128338
chr22	52564922	0.159292	72.128356
chr22	52565440	0.154440	72.128436
chr22	52566313	0.203895	72.128614
chr22	52569551	0.277949	72.129514
chr22	52570281	2.460274	72.131310
chr22	52570345	2.453125	72.131467
chr22	52571434	2.463728	72.134150
chr22	52571741	2.456026	72.134904
chr22	52572680	0.286475	72.135173
chr22	52573932	0.285942	72.135531
chr22	52574002	0.285714	72.135551
chr22	52574116	0.289474	72.135584
chr22	52574252	0.286765	72.135623
chr22	52575002	0.288000	72.135839
chr22	52575269	0.288390	72.135916
chr22	52575444	0.308571	72.135970
chr22	52575502	0.396552	72.135993
chr22	52575522	0.500000	72.136003
chr22	52575785	0.520913	72.136140
chr22	52577239	0.680880	72.137130
chr22	52578599	0.580882	72.137920
chr22	52579200	0.570715	72.138263
chr22	52579737	0.569832	72.138569
chr22	52581360	0.570548	72.139495
chr22	52581893	0.568480	72.139798
chr22	52586691	0.581284	72.142587
chr22	52587380	0.580552	72.142987
chr22	52587751	0.592992	72.143207
chr22	52590331	0.579845	72.144703
chr22	52593298	0.139535	72.145117
chr22	52593549	0.127490	72.145149
chr22	52594741	0.116611	72.145288
chr22	52596683	0.116890	72.145515
chr22	52596759	0.118421	72.145524
chr22	52599038	0.112330	72.145780
chr22	52599924	0.107223	72.145875
chr22	52600697	0.103493	72.145955
chr22	52601373	0.103550	72.146025
chr22	52604722	0.103314	72.146371
chr22	52605188	0.049356	72.146394
chr22	52605911	0.011065	72.146402
chr22	52609725	0.012061	72.146448
chr22	52612778	0.068785	72.146658
chr22	52613058	0.078571	72.146680
chr22	52613405	0.086455	72.146710
chr22	52614832	0.086896	72.146834
chr22	52616564	0.087182	72.146985
chr22	52617899	0.086891	72.147101
chr22	52618110	0.090047	72.147120
chr22	52618931	0.086480	72.147191
chr22	52619399	0.085470	72.147231
chr22	52620120	0.087379	72.147294
chr22	52621650	0.088235	72.147429
chr22	52622341	0.111433	72.147506
chr22	52623560	0.196062	72.147745
chr22	52625716	0.230519	72.148242
chr22	52625947	0.385281	72.148331
chr22	52626265	0.468553	72.148480
chr22	52628362	0.465904	72.149457
chr22	52628923	0.456328	72.149713
chr22	52632886	0.319960	72.150981
chr22	52633265	0.197889	72.151056
chr22	52635956	0.158677	72.151483
chr22	52637655	0.139494	72.151720
chr22	52638955	0.131538	72.151891
chr22	52641362	0.077275	72.152077
chr22	52642359	0.454363	72.152530
chr22	52642849	1.595918	72.153312
chr22	52642958	1.128440	72.153435
chr22	52643599	1.107644	72.154145
chr22	52644244	0.376744	72.154388
chr22	52644274	0.366667	72.154399
chr22	52644412	0.376812	72.154451
chr22	52645462	0.376190	72.154846
chr22	52645992	0.086792	72.154892
chr22	52646348	0.033708	72.154904
chr22	52646385	0.081081	72.154907
chr22	52646575	0.115789	72.154929
chr22	52646776	0.283582	72.154986
chr22	52648055	0.490227	72.155613
chr22	52648323	0.485075	72.155743
chr22	52649640	0.485194	72.156382
chr22	52649656	0.500000	72.156390
chr22	52649863	0.555556	72.156505
chr22	52651367	0.623670	72.157443
chr22	52651937	0.673684	72.157827
chr22	52651941	0.750000	72.157830
chr22	52652462	0.673704	72.158181
chr22	52653211	0.503338	72.158558
chr22	52654106	1.124022	72.159564
chr22	52654114	1.000000	72.159572
chr22	52659413	0.149840	72.160366
chr22	52659802	0.133676	72.160418
chr22	52664712	0.134420	72.161078
chr22	52664827	0.139130	72.161094
chr22	52664998	0.134503	72.161117
chr22	52665271	0.139194	72.161155
chr22	52665677	0.137931	72.161211
chr22	52665858	0.138122	72.161236
chr22	52669502	0.138310	72.161740
chr22	52671062	0.147436	72.161970
chr22	52672986	0.524948	72.162980
chr22	52675202	0.104242	72.163211
chr22	52675355	0.111111	72.163228
chr22	52677645	0.114410	72.163490
chr22	52678001	0.342697	72.163612
chr22	52681282	0.655593	72.165763
chr22	52681375	0.376344	72.165798
chr22	52682709	0.074213	72.165897
chr22	52684316	0.051649	72.165980
chr22	52684455	0.050360	72.165987
chr22	52686659	0.048094	72.166093
chr22	52687330	0.047690	72.166125
chr22	52689757	0.047796	72.166241
chr22	52690041	0.045775	72.166254
chr22	52692113	0.047780	72.166353
chr22	52693235	0.046346	72.166405
chr22	52697983	0.047388	72.166630
chr22	52698307	0.046296	72.166645
chr22	52700963	0.047063	72.166770
chr22	52703062	0.047165	72.166869
chr22	52704224	0.047332	72.166924
chr22	52704561	0.071217	72.166948
chr22	52705923	0.116740	72.167107
chr22	52706707	0.117347	72.167199
chr22	52713131	0.139633	72.168096
chr22	52715175	27.287182	72.223871
chr22	52716176	27.286713	72.251185
chr22	52716375	27.286432	72.256615
chr22	52717080	1.177305	72.257445
chr22	52717564	0.132231	72.257509
chr22	52717725	0.105590	72.257526
chr22	52720169	0.099018	72.257768
chr22	52720869	0.097143	72.257836
chr22	52725048	0.098349	72.258247
chr22	52725831	0.090677	72.258318
chr22	52726063	0.081897	72.258337
chr22	52726502	0.084282	72.258374
chr22	52726817	0.082540	72.258400
chr22	52732405	0.070329	72.258793
chr22	52733905	0.047333	72.258864
chr22	52734626	0.042996	72.258895
chr22	52737309	0.040626	72.259004
chr22	52737520	0.037915	72.259012
chr22	52741518	0.040270	72.259173
chr22	52743735	0.206585	72.259631
chr22	52744221	0.296296	72.259775
chr22	52745861	0.382317	72.260402
chr22	52746706	1.807101	72.261929
chr22	52746868	1.123457	72.262111
chr22	52747689	1.121803	72.263032
chr22	52747871	0.736264	72.263166
chr22	52747971	0.200000	72.263186
chr22	52749067	0.058394	72.263250
chr22	52749484	0.040767	72.263267
chr22	52750469	0.040609	72.263307
chr22	52750688	0.041096	72.263316
chr22	52751455	0.040417	72.263347
chr22	52751578	0.040650	72.263352
chr22	52751639	0.049180	72.263355
chr22	52751708	0.043478	72.263358
chr22	52752017	0.038835	72.263370
chr22	52752700	0.043924	72.263400
chr22	52753785	2.364977	72.265966
chr22	52754919	2.357143	72.268639
chr22	52756171	0.350639	72.269078
chr22	52757346	0.325957	72.269461
chr22	52757652	0.330065	72.269562
chr22	52758256	0.327815	72.269760
chr22	52758295	0.307692	72.269772
chr22	52759825	0.326797	72.270272
chr22	52760929	0.326993	72.270633
chr22	52761058	0.434109	72.270689
chr22	52761698	0.842187	72.271228
chr22	52762574	0.595890	72.271750
chr22	52762988	0.818841	72.272089
chr22	52764278	10.477519	72.285605
chr22	52765919	3.773918	72.291798
chr22	52766165	3.020325	72.292541
chr22	52767409	0.295820	72.292909
chr22	52767977	0.299296	72.293079
chr22	52768114	0.299270	72.293120
chr22	52768207	0.290323	72.293147
chr22	52769415	0.300497	72.293510
chr22	52769637	0.301802	72.293577
chr22	52770320	0.294290	72.293778
chr22	52774307	0.163782	72.294431
chr22	52778831	0.160256	72.295156
chr22	52779893	0.163842	72.295330
chr22	52780077	0.146739	72.295357
chr22	52780384	0.123779	72.295395
chr22	52780909	0.106667	72.295451
chr22	52783138	0.100942	72.295676
chr22	52783643	0.099010	72.295726
chr22	52784199	0.098921	72.295781
chr22	52785232	0.098742	72.295883
chr22	52785354	0.098361	72.295895
chr22	52786612	0.098569	72.296019
chr22	52786671	0.101695	72.296025
chr22	52787033	0.099448	72.296061
chr22	52788877	0.099241	72.296244
chr22	52789450	0.109948	72.296307
chr22	52789759	0.132686	72.296348
chr22	52789825	0.121212	72.296356
chr22	52791046	0.161343	72.296553
chr22	52796053	0.228280	72.297696
chr22	52798646	0.546857	72.299114
chr22	52801902	0.275491	72.300011
chr22	52802515	0.267537	72.300175
chr22	52805735	0.205590	72.300837
chr22	52805876	0.099291	72.300851
chr22	52808228	0.100340	72.301087
chr22	52809037	0.100124	72.301168
chr22	52809097	0.100000	72.301174
chr22	52809403	0.098039	72.301204
chr22	52809681	0.097122	72.301231
chr22	52810312	0.833597	72.301757
chr22	52812241	0.072058	72.301896
chr22	52813817	0.072335	72.302010
chr22	52814607	0.072152	72.302067
chr22	52815237	0.080952	72.302118
chr22	52815392	0.219355	72.302152
chr22	52817175	0.357263	72.302789
chr22	52818009	0.274580	72.303018
chr22	52818166	0.165605	72.303044
chr22	52818888	0.092798	72.303111
chr22	52819046	0.088608	72.303125
chr22	52821124	0.086622	72.303305
chr22	52821235	0.180180	72.303325
chr22	52821633	7.336683	72.306245
chr22	52828885	15.442085	72.418231
chr22	52829535	15.446154	72.428271
chr22	52829787	7.996032	72.430286
chr22	52830279	0.693089	72.430627
chr22	52832659	0.479832	72.431769
chr22	52833863	0.482558	72.432350
chr22	52834389	0.577947	72.432654
chr22	52835378	4.478261	72.437083
chr22	52837953	0.440777	72.438218
chr22	52838515	0.197509	72.438329
chr22	52838987	0.173729	72.438411
chr22	52844074	0.138589	72.439116
chr22	52845769	0.135693	72.439346
chr22	52846725	0.133891	72.439474
chr22	52849162	0.132130	72.439796
chr22	52853698	0.131393	72.440392
chr22	52855278	0.867722	72.441763
chr22	52856568	2.188372	72.444586
chr22	52857732	0.636598	72.445327
chr22	52858659	0.580367	72.445865
chr22	52859261	0.406977	72.446110
chr22	52863108	0.380296	72.447573
chr22	52863985	0.704675	72.448191
chr22	52865489	0.823138	72.449429
chr22	52866791	0.836406	72.450518
chr22	52868092	0.464258	72.451122
chr22	52868758	0.450450	72.451422
chr22	52868977	0.442922	72.451519
chr22	52869779	0.447631	72.451878
chr22	52871228	0.451346	72.452532
chr22	52871328	0.460000	72.452578
chr22	52873317	0.476119	72.453525
chr22	52874724	0.477612	72.454197
chr22	52875484	0.473684	72.454557
chr22	52877266	0.473064	72.455400
chr22	52877429	0.460123	72.455475
chr22	52877685	0.445312	72.455589
chr22	52878532	0.429752	72.455953
chr22	52880546	0.435452	72.456830
chr22	52882051	0.447176	72.457503
chr22	52882650	0.475793	72.457788
