Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr22	21339762	0.025327	47.131446
chr22	21340699	0.019210	47.131464
chr22	21340991	0.020548	47.131470
chr22	21341922	0.018260	47.131487
chr22	21342378	0.019737	47.131496
chr22	21342970	0.018581	47.131507
chr22	21343944	0.019507	47.131526
chr22	21348281	0.018907	47.131608
chr22	21348430	0.020134	47.131611
chr22	21352236	0.018917	47.131683
chr22	21353409	0.018755	47.131705
chr22	21353479	0.100000	47.131712
chr22	21355060	0.308033	47.132199
chr22	21355619	0.055456	47.132230
chr22	21355846	0.114537	47.132256
chr22	21357137	0.378002	47.132744
chr22	21359665	0.043117	47.132853
chr22	21359787	0.032787	47.132857
chr22	21360261	0.025316	47.132869
chr22	21360528	0.022472	47.132875
chr22	21362758	0.018834	47.132917
chr22	21362821	0.031746	47.132919
chr22	21362922	0.019802	47.132921
chr22	21362982	0.016667	47.132922
chr22	21363078	0.010417	47.132923
chr22	21363866	0.020305	47.132939
chr22	21364979	0.018868	47.132960
chr22	21365463	0.018595	47.132969
chr22	21365558	0.021053	47.132971
chr22	21366260	0.018519	47.132984
chr22	21367741	0.019581	47.133013
chr22	21371371	0.019008	47.133082
chr22	21375399	0.019116	47.133159
chr22	21375826	0.170960	47.133232
chr22	21375909	0.337349	47.133260
chr22	21380565	0.513316	47.135650
chr22	21381121	2.850719	47.137235
chr22	21384095	0.002017	47.137241
chr22	21385068	0.002055	47.137243
chr22	21387531	0.002030	47.137248
chr22	21393199	0.002117	47.137260
chr22	21406860	0.002196	47.137290
chr22	21407387	0.001898	47.137291
chr22	21408690	0.002302	47.137294
chr22	21408713	0.000000	47.137294
chr22	21411237	0.224643	47.137861
chr22	21412041	0.027363	47.137883
chr22	21413513	0.002038	47.137886
chr22	21413795	0.000000	47.137886
chr22	21414037	0.004132	47.137887
chr22	21414058	0.000000	47.137887
chr22	21414554	0.002016	47.137888
chr22	21414999	0.000000	47.137888
chr22	21415716	0.002789	47.137890
chr22	21416367	0.001536	47.137891
chr22	21416516	0.000000	47.137891
chr22	21416679	0.000000	47.137891
chr22	21421940	0.001711	47.137900
chr22	21423786	0.001625	47.137903
chr22	21425593	0.001660	47.137906
chr22	21426075	0.002075	47.137907
chr22	21428685	0.001533	47.137911
chr22	21429848	0.001720	47.137913
chr22	21430756	0.002203	47.137915
chr22	21432567	0.001657	47.137918
chr22	21433698	0.001768	47.137920
chr22	21434957	0.001589	47.137922
chr22	21436792	0.001635	47.137925
chr22	21437839	0.708691	47.138667
chr22	21438209	0.002703	47.138668
chr22	21439383	0.003407	47.138672
chr22	21439820	0.004577	47.138674
chr22	21440025	0.004878	47.138675
chr22	21440974	0.003161	47.138678
chr22	21442487	0.003966	47.138684
chr22	21443672	0.004219	47.138689
chr22	21444383	0.002813	47.138691
chr22	21445443	0.004717	47.138696
chr22	21446298	0.061988	47.138749
chr22	21447002	1.559659	47.139847
chr22	21447757	1.325828	47.140848
chr22	21447889	1.272727	47.141016
chr22	21449733	1.782538	47.144303
chr22	21451139	1.786629	47.146815
chr22	21451491	1.411932	47.147312
chr22	21451848	1.100840	47.147705
chr22	21452441	0.981450	47.148287
chr22	21455037	0.130586	47.148626
chr22	21457672	0.121063	47.148945
chr22	21460433	0.120971	47.149279
chr22	21460438	0.000000	47.149279
chr22	21460605	0.119760	47.149299
chr22	21465380	0.119791	47.149871
chr22	21469348	0.119708	47.150346
chr22	21470454	0.121157	47.150480
chr22	21471354	0.122222	47.150590
chr22	21472226	0.123853	47.150698
chr22	21473495	0.124507	47.150856
chr22	21473697	0.128713	47.150882
chr22	21474355	0.138298	47.150973
chr22	21475961	0.158780	47.151228
chr22	21478401	0.267213	47.151880
chr22	21478820	0.281623	47.151998
chr22	21479063	0.283951	47.152067
chr22	21482164	0.306353	47.153017
chr22	21483469	0.297318	47.153405
chr22	21485247	0.286839	47.153915
chr22	21490135	0.278846	47.155278
chr22	21498864	0.277122	47.157697
chr22	21502537	0.252655	47.158625
chr22	21505377	0.236972	47.159298
chr22	21509962	0.131734	47.159902
chr22	21512532	0.130739	47.160238
chr22	21515238	0.129342	47.160588
chr22	21521067	0.129525	47.161343
chr22	21524275	0.129676	47.161759
chr22	21524722	1.123043	47.162261
chr22	21525800	12.229128	47.175444
chr22	21527128	0.118223	47.175601
chr22	21527265	0.116788	47.175617
chr22	21527380	0.113043	47.175630
chr22	21527873	0.111562	47.175685
chr22	21528881	0.117063	47.175803
chr22	21529274	1.213740	47.176280
chr22	21529362	0.431818	47.176318
chr22	21530607	0.429719	47.176853
chr22	21530788	0.430939	47.176931
chr22	21531772	0.061992	47.176992
chr22	21532691	0.056583	47.177044
chr22	21533087	0.058081	47.177067
chr22	21533223	0.073529	47.177077
chr22	21533292	0.072464	47.177082
chr22	21533609	0.164038	47.177134
chr22	21533924	0.600000	47.177323
chr22	21533934	0.600000	47.177329
chr22	21534970	0.675676	47.178029
chr22	21535351	2.842520	47.179112
chr22	21535640	0.716263	47.179319
chr22	21536819	0.696353	47.180140
chr22	21536958	0.690647	47.180236
chr22	21537904	0.841438	47.181032
chr22	21538789	0.836158	47.181772
chr22	21539073	0.580986	47.181937
chr22	21539905	0.578125	47.182418
chr22	21541027	1.067736	47.183616
chr22	21541403	2.617021	47.184600
chr22	21541504	2.425743	47.184845
chr22	21541737	2.416309	47.185408
chr22	21546039	0.949093	47.189491
chr22	21549424	0.215362	47.190220
chr22	21549630	0.223301	47.190266
chr22	21550658	0.238327	47.190511
chr22	21551891	0.800487	47.191498
chr22	21552504	0.802610	47.191990
chr22	21552714	0.990476	47.192198
chr22	21553828	1.133752	47.193461
chr22	21554551	0.950207	47.194148
chr22	21554699	0.891892	47.194280
chr22	21555084	0.867532	47.194614
chr22	21556715	0.865727	47.196026
chr22	21556874	0.867925	47.196164
chr22	21557043	0.863905	47.196310
chr22	21559089	0.864614	47.198079
chr22	21561506	0.864708	47.200169
chr22	21561577	0.873239	47.200231
chr22	21562189	0.178105	47.200340
chr22	21562846	0.123288	47.200421
chr22	21562977	0.183206	47.200445
chr22	21563567	0.300000	47.200622
chr22	21563847	0.125000	47.200657
chr22	21564116	0.115242	47.200688
chr22	21565003	0.116122	47.200791
chr22	21565207	0.176471	47.200827
chr22	21566529	0.448563	47.201420
chr22	21566717	0.441489	47.201503
chr22	21566838	0.355372	47.201546
chr22	21567305	0.049251	47.201569
chr22	21570068	0.022077	47.201630
chr22	21570837	0.724317	47.202187
chr22	21571183	0.031792	47.202198
chr22	21572198	0.015764	47.202214
chr22	21573233	0.015459	47.202230
chr22	21573722	0.014315	47.202237
chr22	21575015	0.015468	47.202257
chr22	21575145	0.015385	47.202259
chr22	21576866	0.015107	47.202285
chr22	21580005	0.017203	47.202339
chr22	21582338	0.017145	47.202379
chr22	21583503	0.047210	47.202434
chr22	21583573	0.042857	47.202437
chr22	21583593	0.050000	47.202438
chr22	21585570	0.094082	47.202624
chr22	21587614	0.093444	47.202815
chr22	21590002	0.091290	47.203033
chr22	21590863	0.087108	47.203108
chr22	21591481	0.085761	47.203161
chr22	21592238	0.084544	47.203225
chr22	21593574	0.085329	47.203339
chr22	21593878	0.490132	47.203488
chr22	21595446	1.251913	47.205451
chr22	21596179	1.323329	47.206421
chr22	21596741	0.549822	47.206730
chr22	21597237	0.282258	47.206870
chr22	21598874	0.272450	47.207316
chr22	21601097	0.270355	47.207917
chr22	21601554	0.271335	47.208041
chr22	21602078	0.270992	47.208183
chr22	21602963	0.212429	47.208371
chr22	21603341	0.097884	47.208408
chr22	21603456	0.052174	47.208414
chr22	21605312	0.011853	47.208436
chr22	21606319	0.010924	47.208447
chr22	21606467	0.013514	47.208449
chr22	21607126	0.010622	47.208456
chr22	21608564	0.011822	47.208473
chr22	21610103	0.011046	47.208490
chr22	21610983	0.011364	47.208500
chr22	21611393	0.043902	47.208518
chr22	21612484	0.322640	47.208870
chr22	21613102	0.765372	47.209343
chr22	21614159	1.194891	47.210606
chr22	21615536	1.013798	47.212002
chr22	21618355	0.200071	47.212566
chr22	21619273	0.046841	47.212609
chr22	21619401	0.046875	47.212615
chr22	21620298	0.044593	47.212655
chr22	21620667	0.043360	47.212671
chr22	21622078	0.044649	47.212734
chr22	21623171	0.043916	47.212782
chr22	21623633	0.045455	47.212803
chr22	21623657	0.041667	47.212804
chr22	21624523	0.045035	47.212843
chr22	21626627	0.045152	47.212938
chr22	21626792	0.042424	47.212945
chr22	21628586	0.046823	47.213029
chr22	21629110	0.146947	47.213106
chr22	21636653	0.102479	47.213879
chr22	21636982	0.085106	47.213907
chr22	21640407	0.084380	47.214196
chr22	21642394	0.085053	47.214365
chr22	21642938	9.036765	47.219281
chr22	21645157	0.046417	47.219384
chr22	21645346	0.047619	47.219393
chr22	21646172	0.046005	47.219431
chr22	21646472	0.046667	47.219445
chr22	21649411	0.045934	47.219580
chr22	21650373	0.045738	47.219624
chr22	21651796	0.045678	47.219689
chr22	21654255	0.046360	47.219803
chr22	21654608	2.807365	47.220794
chr22	21656327	0.296102	47.221303
chr22	21656460	0.278195	47.221340
chr22	21656790	0.260606	47.221426
chr22	21656921	0.251908	47.221459
chr22	21657008	0.229885	47.221479
chr22	21657158	0.226667	47.221513
chr22	21657602	0.213964	47.221608
chr22	21657896	0.159864	47.221655
chr22	21660275	0.067255	47.221815
chr22	21661488	0.066777	47.221896
chr22	21662433	0.066667	47.221959
chr22	21662517	0.083333	47.221966
chr22	21662974	0.109409	47.222016
chr22	21663287	0.188498	47.222075
chr22	21663378	0.395604	47.222111
chr22	21664044	0.492492	47.222439
chr22	21664248	0.490196	47.222539
chr22	21664950	0.490028	47.222883
chr22	21664985	0.485714	47.222900
chr22	21667178	0.477884	47.223948
chr22	21667188	0.400000	47.223952
chr22	21667413	0.235556	47.224005
chr22	21668850	0.186500	47.224273
chr22	21670219	0.187728	47.224530
chr22	21670645	0.504695	47.224745
chr22	21671676	0.526673	47.225288
chr22	21672691	0.426601	47.225721
chr22	21673404	0.251052	47.225900
chr22	21673432	1.357143	47.225938
chr22	21674011	2.709845	47.227507
chr22	21674164	2.124183	47.227832
chr22	21675362	1.326377	47.229421
chr22	21675401	1.333333	47.229473
chr22	21675514	1.345133	47.229625
chr22	21675558	2.454545	47.229733
chr22	21675619	5.819672	47.230088
chr22	21675671	6.250000	47.230413
chr22	21676221	7.052727	47.234292
chr22	21677280	6.987724	47.241692
chr22	21677752	1.069915	47.242197
chr22	21679930	1.030762	47.244442
chr22	21680345	1.708434	47.245151
chr22	21680843	2.989960	47.246640
chr22	21683734	5.827049	47.263486
chr22	21686641	5.825249	47.280420
chr22	21690741	5.824878	47.304302
chr22	21693624	5.824488	47.321094
chr22	21695381	0.344337	47.321699
chr22	21699252	0.344097	47.323031
chr22	21699563	0.344051	47.323138
chr22	21699721	0.341772	47.323192
chr22	21700131	0.341463	47.323332
chr22	21700615	0.340909	47.323497
chr22	21702682	0.338655	47.324197
chr22	21703564	0.366213	47.324520
chr22	21703605	0.317073	47.324533
chr22	21703615	0.300000	47.324536
chr22	21703931	0.256329	47.324617
chr22	21704192	0.233716	47.324678
chr22	21704915	0.217151	47.324835
chr22	21706490	0.218413	47.325179
chr22	21706760	0.214815	47.325237
chr22	21711165	0.215891	47.326188
chr22	21712022	0.108518	47.326281
chr22	21714807	0.092998	47.326540
chr22	21714998	0.099476	47.326559
chr22	21718691	0.103981	47.326943
chr22	21719443	0.110372	47.327026
chr22	21723719	0.111553	47.327503
chr22	21733142	0.123846	47.328670
chr22	21735152	0.127861	47.328927
chr22	21736782	0.497546	47.329738
chr22	21738356	0.508259	47.330538
chr22	21738470	0.517544	47.330597
chr22	21740242	0.524266	47.331526
chr22	21740647	0.629630	47.331781
chr22	21741343	0.560345	47.332171
chr22	21741491	0.459459	47.332239
chr22	21741526	0.342857	47.332251
chr22	21742421	0.196648	47.332427
chr22	21743104	0.181552	47.332551
chr22	21743528	0.179245	47.332627
chr22	21745114	0.177806	47.332909
chr22	21746305	0.178002	47.333121
chr22	21748284	0.177868	47.333473
chr22	21748464	0.177778	47.333505
chr22	21750548	0.179942	47.333880
chr22	21751014	0.203863	47.333975
chr22	21753799	0.255655	47.334687
chr22	21754301	0.338645	47.334857
chr22	21755750	1.617667	47.337201
chr22	21757401	9.622653	47.353088
chr22	21757428	9.629630	47.353348
chr22	21757596	9.619048	47.354964
chr22	21757933	9.623145	47.358207
chr22	21758674	4.299595	47.361393
chr22	21764736	0.205543	47.362639
chr22	21766736	0.169500	47.362978
chr22	21769042	0.169124	47.363368
chr22	21769529	0.176591	47.363454
chr22	21770398	0.176064	47.363607
chr22	21770657	1.050193	47.363879
chr22	21770908	0.509960	47.364007
chr22	21771553	0.758140	47.364496
chr22	21771761	0.538462	47.364608
chr22	21771845	0.297619	47.364633
chr22	21771909	0.218750	47.364647
chr22	21773249	0.200000	47.364915
chr22	21774338	0.148760	47.365077
chr22	21774466	0.117187	47.365092
chr22	21774842	0.122340	47.365138
chr22	21775783	0.104145	47.365236
chr22	21776735	0.095588	47.365327
chr22	21776826	0.109890	47.365337
chr22	21776875	0.142857	47.365344
chr22	21776952	0.155844	47.365356
chr22	21777915	0.171340	47.365521
chr22	21777998	0.180723	47.365536
chr22	21778074	0.184211	47.365550
chr22	21778684	0.191803	47.365667
chr22	21780197	0.240582	47.366031
chr22	21780253	0.285714	47.366047
chr22	21780905	0.493865	47.366369
chr22	21780972	0.805970	47.366423
chr22	21781032	1.366667	47.366505
chr22	21781363	1.719033	47.367074
chr22	21781625	3.740458	47.368054
chr22	21781829	0.127451	47.368080
chr22	21782156	0.113150	47.368117
chr22	21784105	0.107748	47.368327
chr22	21784131	0.076923	47.368329
chr22	21784876	0.032215	47.368353
chr22	21784950	0.027027	47.368355
chr22	21785073	0.024390	47.368358
chr22	21785639	0.021201	47.368370
chr22	21787319	0.021429	47.368406
chr22	21787568	0.020080	47.368411
chr22	21788175	0.021417	47.368424
chr22	21788459	0.021127	47.368430
chr22	21789803	0.020833	47.368458
chr22	21790075	2.139706	47.369040
chr22	21790861	0.034351	47.369067
chr22	21790982	0.090909	47.369078
chr22	21791008	0.269231	47.369085
chr22	21791854	0.515366	47.369521
chr22	21792777	0.015168	47.369535
chr22	21793400	0.014446	47.369544
chr22	21795638	0.099643	47.369767
chr22	21796855	0.099425	47.369888
chr22	21797349	0.811741	47.370289
chr22	21797520	0.461988	47.370368
chr22	21799486	0.742625	47.371828
chr22	21799692	0.582524	47.371948
chr22	21800445	0.084993	47.372012
chr22	21800510	0.061538	47.372016
chr22	21800585	0.013333	47.372017
chr22	21801373	0.007614	47.372023
chr22	21801469	0.010417	47.372024
chr22	21801501	0.000000	47.372024
chr22	21801974	0.006342	47.372027
chr22	21803314	0.007463	47.372037
chr22	21803581	0.007491	47.372039
chr22	21803728	0.006803	47.372040
chr22	21804341	0.006525	47.372044
chr22	21805128	0.007624	47.372050
chr22	21805589	0.006508	47.372053
chr22	21806161	0.006993	47.372057
chr22	21806319	0.006329	47.372058
chr22	21807292	0.011305	47.372069
chr22	21808259	0.010341	47.372079
chr22	21809409	0.013043	47.372094
chr22	21809918	1.683694	47.372951
chr22	21810285	1.305177	47.373430
chr22	21811819	0.077575	47.373549
chr22	21812118	0.073579	47.373571
chr22	21812374	0.242188	47.373633
chr22	21812553	0.245810	47.373677
chr22	21814035	0.242915	47.374037
chr22	21814130	1.136842	47.374145
chr22	21815192	1.807910	47.376065
chr22	21818308	0.017972	47.376121
chr22	21821149	0.002112	47.376127
chr22	21821217	0.000000	47.376127
chr22	21821262	0.000000	47.376127
chr22	21821910	0.003086	47.376129
chr22	21823771	0.001612	47.376132
chr22	21824164	0.002545	47.376133
chr22	21824282	0.000000	47.376133
chr22	21826762	0.001613	47.376137
chr22	21829885	0.001921	47.376143
chr22	21830507	0.006431	47.376147
chr22	21833737	0.027554	47.376236
chr22	21833826	0.044944	47.376240
chr22	21841002	0.051561	47.376610
chr22	21841048	0.043478	47.376612
chr22	21841340	0.027397	47.376620
chr22	21841390	0.020000	47.376621
chr22	21841402	0.000000	47.376621
chr22	21841503	0.000000	47.376621
chr22	21842889	0.000722	47.376622
chr22	21844630	0.000574	47.376623
chr22	21844694	0.000000	47.376623
chr22	21844827	0.000000	47.376623
chr22	21845670	0.000000	47.376623
chr22	21845914	0.000000	47.376623
chr22	21846211	0.000000	47.376623
chr22	21846445	0.000000	47.376623
chr22	21847479	0.000967	47.376624
chr22	21849396	0.000000	47.376624
chr22	21850786	0.000719	47.376625
chr22	21850850	0.000000	47.376625
chr22	21851672	0.000000	47.376625
chr22	21852049	0.000000	47.376625
chr22	21853100	0.000951	47.376626
chr22	21853193	0.000000	47.376626
chr22	21853764	0.000000	47.376626
chr22	21854140	0.000000	47.376626
chr22	21855904	0.000567	47.376627
chr22	21856148	0.000000	47.376627
chr22	21856914	0.000000	47.376627
chr22	21859207	0.000436	47.376628
chr22	21859643	0.000000	47.376628
chr22	21859870	0.000000	47.376628
chr22	21863397	0.000284	47.376629
chr22	21863825	0.000000	47.376629
chr22	21863967	0.000000	47.376629
chr22	21866151	0.000458	47.376630
chr22	21866377	0.000000	47.376630
chr22	21866547	0.000000	47.376630
chr22	21875139	0.000349	47.376633
chr22	21875172	0.000000	47.376633
chr22	21875655	0.000000	47.376633
chr22	21875728	0.000000	47.376633
chr22	21877020	0.000774	47.376634
chr22	21880045	0.052893	47.376794
chr22	21882348	0.187581	47.377226
chr22	21882735	0.214470	47.377309
chr22	21883960	0.248163	47.377613
chr22	21884665	0.299291	47.377824
chr22	21884693	0.321429	47.377833
chr22	21885311	0.697411	47.378264
chr22	21885500	5.513228	47.379306
chr22	21885619	0.100840	47.379318
chr22	21886137	0.036680	47.379337
chr22	21886167	0.000000	47.379337
chr22	21886362	0.020513	47.379341
chr22	21887266	0.008850	47.379349
chr22	21887278	0.000000	47.379349
chr22	21888630	0.003698	47.379354
chr22	21889318	0.001453	47.379355
chr22	21890690	0.002187	47.379358
chr22	21890817	0.000000	47.379358
chr22	21891163	0.002890	47.379359
chr22	21891199	0.000000	47.379359
chr22	21897656	0.001704	47.379370
chr22	21899141	0.001347	47.379372
chr22	21899248	0.000000	47.379372
chr22	21899708	0.002174	47.379373
chr22	21899864	0.006410	47.379374
chr22	21900117	0.003953	47.379375
chr22	21900326	0.038278	47.379383
chr22	21901123	0.195734	47.379539
chr22	21901398	0.094545	47.379565
chr22	21901801	0.399504	47.379726
chr22	21902100	0.404682	47.379847
chr22	21902672	0.012238	47.379854
chr22	21902959	0.000000	47.379854
chr22	21904139	0.002542	47.379857
chr22	21904400	0.000000	47.379857
chr22	21905732	0.002252	47.379860
chr22	21905868	0.000000	47.379860
chr22	21906291	0.002364	47.379861
chr22	21906443	0.000000	47.379861
chr22	21906780	0.002967	47.379862
chr22	21906839	0.000000	47.379862
chr22	21907562	0.002766	47.379864
chr22	21908332	0.001299	47.379865
chr22	21909233	0.002220	47.379867
chr22	21909511	0.003597	47.379868
chr22	21914194	0.001922	47.379877
chr22	21915047	0.002345	47.379879
chr22	21915429	0.002618	47.379880
chr22	21915530	0.118812	47.379892
chr22	21916356	0.530266	47.380330
chr22	21917393	0.008679	47.380339
chr22	21918106	0.008415	47.380345
chr22	21918213	0.009346	47.380346
chr22	21918288	0.013333	47.380347
chr22	21918310	0.000000	47.380347
chr22	21918427	0.008547	47.380348
chr22	21918447	0.000000	47.380348
chr22	21918471	0.041667	47.380349
chr22	21918642	0.005848	47.380350
chr22	21918898	0.007813	47.380352
chr22	21919054	0.025641	47.380356
chr22	21919403	0.054441	47.380375
chr22	21920688	0.090272	47.380491
chr22	21922532	0.157809	47.380782
chr22	21922567	0.142857	47.380787
chr22	21923210	0.265941	47.380958
chr22	21924173	0.048806	47.381005
chr22	21924897	0.013812	47.381015
chr22	21926657	0.014205	47.381040
chr22	21926913	0.011719	47.381043
chr22	21927245	0.195783	47.381108
chr22	21927651	0.194581	47.381187
chr22	21928906	0.193625	47.381430
chr22	21929051	0.193103	47.381458
chr22	21929057	0.166667	47.381459
chr22	21930937	0.003191	47.381465
chr22	21931683	0.537534	47.381866
chr22	21933664	0.009086	47.381884
chr22	21936485	0.012407	47.381919
chr22	21936684	0.010050	47.381921
chr22	21938241	0.005780	47.381930
chr22	21938282	0.000000	47.381930
chr22	21938530	0.004032	47.381931
chr22	21938603	0.000000	47.381931
chr22	21939656	0.001899	47.381933
chr22	21943803	0.001447	47.381939
chr22	21944359	0.001799	47.381940
chr22	21944633	0.003650	47.381941
chr22	21946928	0.001307	47.381944
chr22	21947184	0.000000	47.381944
chr22	21947383	0.005025	47.381945
chr22	21948281	0.001114	47.381946
chr22	21948705	0.002358	47.381947
chr22	21949593	0.001126	47.381948
chr22	21949908	0.003175	47.381949
chr22	21951847	0.001031	47.381951
chr22	21952054	0.004831	47.381952
chr22	21952529	0.002105	47.381953
chr22	21953649	0.000893	47.381954
chr22	21957316	0.001636	47.381960
chr22	21958049	0.001364	47.381961
chr22	21959160	0.001800	47.381963
chr22	21959806	0.001548	47.381964
chr22	21959906	0.000000	47.381964
chr22	21961063	0.000864	47.381965
chr22	21961312	0.004016	47.381966
chr22	21961410	0.020408	47.381968
chr22	21961472	0.258065	47.381984
chr22	21961964	0.898374	47.382426
chr22	21962333	0.005420	47.382428
chr22	21963048	0.002797	47.382430
chr22	21965223	0.002759	47.382436
chr22	21967950	0.002934	47.382444
chr22	21968219	0.000000	47.382444
chr22	21968836	0.003241	47.382446
chr22	21969396	0.003571	47.382448
chr22	21969511	0.000000	47.382448
chr22	21970029	0.001931	47.382449
chr22	21972581	0.003135	47.382457
chr22	21973972	0.002157	47.382460
chr22	21973999	0.037037	47.382461
chr22	21974590	0.001692	47.382462
chr22	21974835	0.004082	47.382463
chr22	21975026	3.753927	47.383180
chr22	21977094	0.370406	47.383946
chr22	21978495	0.014276	47.383966
chr22	21979109	0.014658	47.383975
chr22	21979917	0.013614	47.383986
chr22	21980725	0.014851	47.383998
chr22	21982684	0.015314	47.384028
chr22	21983464	0.052564	47.384069
chr22	21985498	0.137168	47.384348
chr22	21985625	1.645669	47.384557
chr22	21985781	1.615385	47.384809
chr22	21986005	1.669643	47.385183
chr22	21986264	2.162162	47.385743
chr22	21986312	2.145833	47.385846
chr22	21987459	2.554490	47.388776
chr22	21987823	1.923077	47.389476
chr22	21988645	1.302920	47.390547
chr22	21988830	1.302703	47.390788
chr22	21989610	0.028205	47.390810
chr22	21989973	0.027548	47.390820
chr22	21990005	0.031250	47.390821
chr22	21992093	0.028257	47.390880
chr22	21997115	0.028076	47.391021
chr22	21997430	0.028571	47.391030
chr22	21997474	0.022727	47.391031
chr22	21999100	0.027675	47.391076
chr22	21999173	0.027397	47.391078
chr22	21999213	0.025000	47.391079
chr22	22000174	0.027055	47.391105
chr22	22000281	0.028037	47.391108
chr22	22000449	0.029762	47.391113
chr22	22000662	0.028169	47.391119
chr22	22001046	0.026042	47.391129
chr22	22002633	0.027095	47.391172
chr22	22002679	0.021739	47.391173
chr22	22007602	0.027219	47.391307
chr22	22009335	0.099827	47.391480
chr22	22012862	0.025801	47.391571
chr22	22013204	0.023392	47.391579
chr22	22013514	0.022581	47.391586
chr22	22014046	0.015038	47.391594
chr22	22014133	0.011494	47.391595
chr22	22014754	0.009662	47.391601
chr22	22015564	0.007407	47.391607
chr22	22015638	0.000000	47.391607
chr22	22015865	0.004405	47.391608
chr22	22016567	0.004274	47.391611
chr22	22016586	0.000000	47.391611
chr22	22017334	0.004011	47.391614
chr22	22018490	0.004325	47.391619
chr22	22019819	0.003762	47.391624
chr22	22027674	0.004201	47.391657
chr22	22027787	0.017699	47.391659
chr22	22027884	0.030928	47.391662
chr22	22027919	0.057143	47.391664
chr22	22027967	0.062500	47.391667
chr22	22031709	0.090326	47.392005
chr22	22032402	0.090909	47.392068
chr22	22033559	0.089888	47.392172
chr22	22033819	0.092308	47.392196
chr22	22033914	0.105263	47.392206
chr22	22033920	0.500000	47.392209
chr22	22034671	0.828229	47.392831
chr22	22035101	0.095349	47.392872
chr22	22035197	0.093750	47.392881
chr22	22035416	0.091324	47.392901
chr22	22035500	0.095238	47.392909
chr22	22035540	0.100000	47.392913
chr22	22035846	0.091503	47.392941
chr22	22036524	0.094395	47.393005
chr22	22036535	0.090909	47.393006
chr22	22037409	0.093822	47.393088
chr22	22037575	0.096386	47.393104
chr22	22038726	1.232841	47.394523
chr22	22038906	0.100000	47.394541
chr22	22039868	0.098753	47.394636
chr22	22040385	0.087041	47.394681
chr22	22040422	0.081081	47.394684
chr22	22040616	0.087629	47.394701
chr22	22040957	0.087977	47.394731
chr22	22041577	0.087097	47.394785
chr22	22042418	0.086801	47.394858
chr22	22043921	0.085163	47.394986
chr22	22044205	0.049296	47.395000
chr22	22045626	0.001407	47.395002
chr22	22047177	0.001289	47.395004
chr22	22047324	0.000000	47.395004
chr22	22049177	0.001619	47.395007
chr22	22049759	0.001718	47.395008
chr22	22050503	0.001344	47.395009
chr22	22051811	0.001529	47.395011
chr22	22052059	0.000000	47.395011
chr22	22055745	0.001628	47.395017
chr22	22057175	0.001399	47.395019
chr22	22057415	0.000000	47.395019
chr22	22061251	0.001564	47.395025
chr22	22061487	0.000000	47.395025
chr22	22061632	0.006897	47.395026
chr22	22062386	0.001326	47.395027
chr22	22064973	0.001160	47.395030
chr22	22065466	0.002028	47.395031
chr22	22066105	0.001565	47.395032
chr22	22066991	0.001129	47.395033
chr22	22067698	0.001414	47.395034
chr22	22067903	0.004878	47.395035
chr22	22069281	0.001451	47.395037
chr22	22069619	0.000000	47.395037
chr22	22070500	0.002270	47.395039
chr22	22070525	0.040000	47.395040
chr22	22070663	0.079710	47.395051
chr22	22070741	0.192308	47.395066
chr22	22072417	0.227924	47.395448
chr22	22073008	0.341794	47.395650
chr22	22074096	0.205882	47.395874
chr22	22074282	0.204301	47.395912
chr22	22075074	0.178030	47.396053
chr22	22075605	0.171375	47.396144
chr22	22075642	0.162162	47.396150
chr22	22076189	0.065814	47.396186
chr22	22077352	0.049871	47.396244
chr22	22078590	0.050889	47.396307
chr22	22079520	0.049462	47.396353
chr22	22079609	0.056180	47.396358
chr22	22080540	0.050483	47.396405
chr22	22080970	1.679070	47.397127
chr22	22081333	0.126722	47.397173
chr22	22081649	0.053797	47.397190
chr22	22082270	0.053140	47.397223
chr22	22082448	0.056180	47.397233
chr22	22084871	0.053652	47.397363
chr22	22085296	0.051765	47.397385
chr22	22086168	0.053899	47.397432
chr22	22086415	0.052632	47.397445
chr22	22086860	0.053933	47.397469
chr22	22087538	0.053097	47.397505
chr22	22087577	0.051282	47.397507
chr22	22087670	0.053763	47.397512
chr22	22088650	0.054082	47.397565
chr22	22088880	0.052174	47.397577
chr22	22089083	0.054187	47.397588
chr22	22089571	0.053279	47.397614
chr22	22090023	0.053097	47.397638
chr22	22090125	0.049020	47.397643
chr22	22090387	0.053435	47.397657
chr22	22090581	0.046392	47.397666
chr22	22090811	0.047826	47.397677
chr22	22091405	0.042088	47.397702
chr22	22092614	0.038048	47.397748
chr22	22092864	0.036000	47.397757
chr22	22094192	0.034639	47.397803
chr22	22102153	0.103002	47.398623
chr22	22102909	0.055556	47.398665
chr22	22103538	0.055644	47.398700
chr22	22104421	0.055493	47.398749
chr22	22105271	0.042353	47.398785
chr22	22105843	0.036713	47.398806
chr22	22106230	0.031008	47.398818
chr22	22107727	0.030728	47.398864
chr22	22108063	0.029762	47.398874
chr22	22108107	0.022727	47.398875
chr22	22108225	0.025424	47.398878
chr22	22108642	0.031175	47.398891
chr22	22109895	0.030327	47.398929
chr22	22111000	0.532127	47.399517
chr22	22111034	0.558824	47.399536
chr22	22111381	0.031700	47.399547
chr22	22112344	0.033229	47.399579
chr22	22112358	0.071429	47.399580
chr22	22115729	0.033225	47.399692
