Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr22	8887891	0.754491	24.988262
chr22	8888127	0.351695	24.988345
chr22	8888511	0.239583	24.988437
chr22	8888877	0.226776	24.988520
chr22	8888915	0.210526	24.988528
chr22	8889083	0.184524	24.988559
chr22	8889613	0.166038	24.988647
chr22	8889733	0.208333	24.988672
chr22	8889897	0.286585	24.988719
chr22	8890927	0.583495	24.989320
chr22	8890984	0.473684	24.989347
chr22	8891346	0.422652	24.989500
chr22	8891375	0.482759	24.989514
chr22	8891636	0.494253	24.989643
chr22	8891686	0.680000	24.989677
chr22	8892600	0.917943	24.990516
chr22	8894250	0.700000	24.991671
chr22	8894975	0.686897	24.992169
chr22	8896023	0.461832	24.992653
chr22	8896186	0.441718	24.992725
chr22	8896498	0.410256	24.992853
chr22	8896742	0.446721	24.992962
chr22	8897482	0.441892	24.993289
chr22	8897624	0.443662	24.993352
chr22	8898570	0.448203	24.993776
chr22	8899426	0.425234	24.994140
chr22	8900024	1.280936	24.994906
chr22	8900339	0.431746	24.995042
chr22	8900434	0.400000	24.995080
chr22	8900484	0.360000	24.995098
chr22	8900514	0.366667	24.995109
chr22	8900689	0.348571	24.995170
chr22	8901296	0.336079	24.995374
chr22	8901941	0.328682	24.995586
chr22	8902066	0.328000	24.995627
chr22	8902248	0.329670	24.995687
chr22	8902689	0.326531	24.995831
chr22	8902968	0.322581	24.995921
chr22	8904832	0.323498	24.996524
chr22	8906147	0.321673	24.996947
chr22	8906362	0.325581	24.997017
chr22	8907881	0.320606	24.997504
chr22	8908223	0.324561	24.997615
chr22	8908895	0.331845	24.997838
chr22	8909314	0.646778	24.998109
chr22	8910386	0.327425	24.998460
chr22	8910414	0.321429	24.998469
chr22	8911915	0.319787	24.998949
chr22	8912457	0.319188	24.999122
chr22	8912737	0.317857	24.999211
chr22	8912856	0.319328	24.999249
chr22	8912864	0.250000	24.999251
chr22	8913264	0.320000	24.999379
chr22	8915315	0.319356	25.000034
chr22	8915543	3.850877	25.000912
chr22	8915802	8.362934	25.003078
chr22	8916958	10.076125	25.014726
chr22	8917667	8.692525	25.020889
chr22	8918747	8.630556	25.030210
chr22	8919005	31.666667	25.038380
chr22	8919351	32.121387	25.049494
chr22	8919406	32.109091	25.051260
chr22	8919767	32.121884	25.062856
chr22	8920071	32.513158	25.072740
chr22	8920237	32.512048	25.078137
chr22	8920528	32.512027	25.087598
chr22	8920998	32.272340	25.102766
chr22	8921005	26.285714	25.102950
chr22	8921185	26.322222	25.107688
chr22	8921939	7.818302	25.113583
chr22	8922150	0.957346	25.113785
chr22	8922229	0.949367	25.113860
chr22	8922638	0.955990	25.114251
chr22	8922728	0.766667	25.114320
chr22	8922763	0.771429	25.114347
chr22	8922819	0.767857	25.114390
chr22	8922841	0.590909	25.114403
chr22	8923164	0.411765	25.114536
chr22	8923657	0.440162	25.114753
chr22	8924226	0.469244	25.115020
chr22	8924429	0.458128	25.115113
chr22	8925514	0.410138	25.115558
chr22	8925835	0.395639	25.115685
chr22	8926202	0.326975	25.115805
chr22	8926733	0.267420	25.115947
chr22	8926960	0.220264	25.115997
chr22	8927241	0.195730	25.116052
chr22	8928589	0.194362	25.116314
chr22	8928627	0.184211	25.116321
chr22	8928901	0.193431	25.116374
chr22	8930021	0.193750	25.116591
chr22	8930468	0.192394	25.116677
chr22	8930603	0.200000	25.116704
chr22	8931363	0.194737	25.116852
chr22	8933792	0.195965	25.117328
chr22	8934325	0.378987	25.117530
chr22	8935206	0.385925	25.117870
chr22	8935312	0.575472	25.117931
chr22	8935752	0.731818	25.118253
chr22	8935765	0.153846	25.118255
chr22	8936060	0.111864	25.118288
chr22	8936710	0.069231	25.118333
chr22	8937045	0.379104	25.118460
chr22	8937162	0.376068	25.118504
chr22	8938611	0.376812	25.119050
chr22	8938686	0.186667	25.119064
chr22	8938736	0.080000	25.119068
chr22	8938878	0.042254	25.119074
chr22	8939066	0.031915	25.119080
chr22	8939877	0.033292	25.119107
chr22	8940464	0.035775	25.119128
chr22	8940587	2.723577	25.119463
chr22	8940614	1.296296	25.119498
chr22	8941035	0.422803	25.119676
chr22	8941532	0.567404	25.119958
chr22	8941647	0.434783	25.120008
chr22	8941725	0.371795	25.120037
chr22	8941861	0.397059	25.120091
chr22	8942954	1.014639	25.121200
chr22	8942998	0.681818	25.121230
chr22	8943440	0.694570	25.121537
chr22	8943854	0.753623	25.121849
chr22	8944142	0.798611	25.122079
chr22	8944282	0.985714	25.122217
chr22	8944642	0.644444	25.122449
chr22	8945202	0.332143	25.122635
chr22	8945635	2.487298	25.123712
chr22	8946471	0.306220	25.123968
chr22	8947242	0.304799	25.124203
chr22	8947444	0.301980	25.124264
chr22	8948609	0.305579	25.124620
chr22	8949064	0.336264	25.124773
chr22	8949872	0.719059	25.125354
chr22	8951913	0.452719	25.126278
chr22	8951941	0.464286	25.126291
chr22	8952068	0.488189	25.126353
chr22	8952091	0.521739	25.126365
chr22	8952916	0.533333	25.126805
chr22	8953307	0.542199	25.127017
chr22	8953752	0.777528	25.127363
chr22	8954588	0.949761	25.128157
chr22	8955810	0.985270	25.129361
chr22	8956267	1.516411	25.130054
chr22	8961269	1.801279	25.139064
chr22	8962417	1.797909	25.141128
chr22	8967916	0.525005	25.144015
chr22	8968642	0.516529	25.144390
chr22	8968659	0.411765	25.144397
chr22	8970618	0.363451	25.145109
chr22	8971817	0.361968	25.145543
chr22	8972202	0.441558	25.145713
chr22	8974362	0.662037	25.147143
chr22	8975155	0.665826	25.147671
chr22	8975468	0.664537	25.147879
chr22	8976048	0.668966	25.148267
chr22	8978063	12.840695	25.174141
chr22	8979024	13.107180	25.186737
chr22	8980101	9.299907	25.196753
chr22	8980677	9.095486	25.201992
chr22	8981089	0.902913	25.202364
chr22	8981440	0.792023	25.202642
chr22	8981597	0.789809	25.202766
chr22	8981641	0.772727	25.202800
chr22	8983046	0.775801	25.203890
chr22	8984248	0.778702	25.204826
chr22	8984508	0.776923	25.205028
chr22	8985231	0.769018	25.205584
chr22	8987245	0.764647	25.207124
chr22	8987246	1.000000	25.207125
chr22	8987507	0.819923	25.207339
chr22	8988027	0.763462	25.207736
chr22	8988412	0.548052	25.207947
chr22	8989301	0.505062	25.208396
chr22	8990533	0.512987	25.209028
chr22	8990557	0.583333	25.209042
chr22	8990788	0.705628	25.209205
chr22	8991371	0.975986	25.209774
chr22	8992726	1.489299	25.211792
chr22	8992740	1.500000	25.211813
chr22	8993897	1.770095	25.213861
chr22	8994064	1.604790	25.214129
chr22	8994281	1.239631	25.214398
chr22	8994390	0.688073	25.214473
chr22	8994551	0.490683	25.214552
chr22	8996220	0.381067	25.215188
chr22	8996749	0.544423	25.215476
chr22	8996991	0.417355	25.215577
chr22	8998906	0.379634	25.216304
chr22	9000854	0.377823	25.217040
chr22	9003666	0.376245	25.218098
chr22	9006453	0.374238	25.219141
chr22	9007214	0.374507	25.219426
chr22	9008839	0.372308	25.220031
chr22	9008889	0.480000	25.220055
chr22	9009163	0.562044	25.220209
chr22	9009237	0.635135	25.220256
chr22	9009406	0.674556	25.220370
chr22	9011047	0.731261	25.221570
chr22	9011322	0.836364	25.221800
chr22	9011948	3.330671	25.223885
chr22	9012010	3.822581	25.224122
chr22	9012265	4.000000	25.225142
chr22	9012299	1.823529	25.225204
chr22	9012885	0.645051	25.225582
chr22	9014053	0.380137	25.226026
chr22	9014428	0.117333	25.226070
chr22	9014874	0.073991	25.226103
chr22	9016064	0.071429	25.226188
chr22	9016266	0.064356	25.226201
chr22	9017817	0.058672	25.226292
chr22	9018074	0.097276	25.226317
chr22	9018164	0.211111	25.226336
chr22	9019170	0.324056	25.226662
chr22	9019450	0.325000	25.226753
chr22	9020675	0.324898	25.227151
chr22	9021020	1.631884	25.227714
chr22	9021047	2.185185	25.227773
chr22	9021095	2.666667	25.227901
chr22	9021275	2.822222	25.228409
chr22	9021909	3.761830	25.230794
chr22	9022092	1.540984	25.231076
chr22	9022307	1.153488	25.231324
chr22	9022353	0.630435	25.231353
chr22	9022445	0.304348	25.231381
chr22	9023337	0.245516	25.231600
chr22	9024118	0.243278	25.231790
chr22	9025251	0.242718	25.232065
chr22	9025832	0.244406	25.232207
chr22	9025897	0.230769	25.232222
chr22	9026350	0.245033	25.232333
chr22	9026790	0.243182	25.232440
chr22	9028553	0.243902	25.232870
chr22	9029983	0.383916	25.233419
chr22	9030058	0.253333	25.233438
chr22	9030640	0.171821	25.233538
chr22	9031629	0.149646	25.233686
chr22	9031930	2.544850	25.234452
chr22	9032045	0.243478	25.234480
chr22	9032094	0.285714	25.234494
chr22	9032148	0.518519	25.234522
chr22	9032379	1.489177	25.234866
chr22	9032558	1.463687	25.235128
chr22	9032944	1.067358	25.235540
chr22	9032954	0.600000	25.235546
chr22	9033462	0.165354	25.235630
chr22	9033494	0.500000	25.235646
chr22	9033536	3.714286	25.235802
chr22	9033714	20.370787	25.239428
chr22	9033917	39.320197	25.247410
chr22	9034627	39.319718	25.275327
chr22	9034999	39.319892	25.289954
chr22	9035010	10.909091	25.290074
chr22	9036157	0.292938	25.290410
chr22	9037358	0.261449	25.290724
chr22	9039421	0.258362	25.291257
chr22	9040569	0.810105	25.292187
chr22	9040604	4.685714	25.292351
chr22	9040732	12.390625	25.293937
chr22	9044105	15.267714	25.345435
chr22	9044145	15.250000	25.346045
chr22	9044586	15.895692	25.353055
chr22	9044617	15.903226	25.353548
chr22	9046743	15.910630	25.387374
chr22	9046815	15.708333	25.388505
chr22	9051469	0.478728	25.390733
chr22	9051482	0.538462	25.390740
chr22	9051989	0.408284	25.390947
chr22	9053120	0.040672	25.390993
chr22	9053556	0.020642	25.391002
chr22	9053695	0.014388	25.391004
chr22	9053980	0.014035	25.391008
chr22	9054905	0.015135	25.391022
chr22	9055317	0.536408	25.391243
chr22	9055820	0.534791	25.391512
chr22	9056157	0.005935	25.391514
chr22	9056169	0.000000	25.391514
chr22	9057718	0.005165	25.391522
chr22	9057928	0.004762	25.391523
chr22	9058301	0.005362	25.391525
chr22	9060080	0.005621	25.391535
chr22	9060092	0.000000	25.391535
chr22	9060159	0.000000	25.391535
chr22	9060337	0.005618	25.391536
chr22	9060435	0.010204	25.391537
chr22	9060503	0.367647	25.391562
chr22	9060534	0.741935	25.391585
chr22	9060799	4.105660	25.392673
chr22	9062004	0.034855	25.392715
chr22	9062179	0.040000	25.392722
chr22	9062449	0.033333	25.392731
chr22	9063185	0.778533	25.393304
chr22	9064332	0.571055	25.393959
chr22	9064663	0.347432	25.394074
chr22	9064889	0.030973	25.394081
chr22	9065192	0.059406	25.394099
chr22	9066932	0.237931	25.394513
chr22	9067119	0.117647	25.394535
chr22	9067207	0.045455	25.394539
chr22	9068025	0.003667	25.394542
chr22	9068085	0.016667	25.394543
chr22	9068640	0.003604	25.394545
chr22	9068969	0.006079	25.394547
chr22	9069001	0.000000	25.394547
chr22	9069056	0.000000	25.394547
chr22	9069172	0.008621	25.394548
chr22	9069308	0.000000	25.394548
chr22	9069657	0.005731	25.394550
chr22	9070503	0.004728	25.394554
chr22	9070973	0.004255	25.394556
chr22	9072254	0.004684	25.394562
chr22	9072462	0.000000	25.394562
chr22	9073523	0.005655	25.394568
chr22	9074242	0.095967	25.394637
chr22	9075391	0.096606	25.394748
chr22	9078936	0.209309	25.395490
chr22	9079635	5.643777	25.399435
chr22	9080211	0.093750	25.399489
chr22	9080290	0.088608	25.399496
chr22	9081316	0.093567	25.399592
chr22	9081395	0.088608	25.399599
chr22	9082318	0.092091	25.399684
chr22	9082343	0.080000	25.399686
chr22	9084927	0.072755	25.399874
chr22	9086358	0.072676	25.399978
chr22	9088566	0.072464	25.400138
chr22	9088624	0.068966	25.400142
chr22	9090771	0.079646	25.400313
chr22	9090957	0.080645	25.400328
chr22	9091235	0.079137	25.400350
chr22	9092007	0.080311	25.400412
chr22	9092583	0.085069	25.400461
chr22	9092898	0.777778	25.400706
chr22	9093536	0.402821	25.400963
chr22	9096762	0.532548	25.402681
chr22	9098090	0.107681	25.402824
chr22	9098197	0.102804	25.402835
chr22	9098671	0.103376	25.402884
chr22	9099219	0.100365	25.402939
chr22	9100440	0.100737	25.403062
chr22	9100457	0.117647	25.403064
chr22	9101165	0.100282	25.403135
chr22	9101418	0.090909	25.403158
chr22	9101986	0.080986	25.403204
chr22	9102114	0.078125	25.403214
chr22	9102845	0.076607	25.403270
chr22	9102887	0.071429	25.403273
chr22	9103343	0.067982	25.403304
chr22	9103588	0.048980	25.403316
chr22	9103947	0.019499	25.403323
chr22	9106087	0.003271	25.403330
chr22	9107969	0.002657	25.403335
chr22	9108646	0.002954	25.403337
chr22	9108835	0.005291	25.403338
chr22	9109803	0.003099	25.403341
chr22	9109893	0.000000	25.403341
chr22	9110759	0.003464	25.403344
chr22	9111336	0.001733	25.403345
chr22	9111633	0.003367	25.403346
chr22	9112098	0.004301	25.403348
chr22	9112333	0.000000	25.403348
chr22	9112646	0.003195	25.403349
chr22	9112925	0.003584	25.403350
chr22	9113629	0.002841	25.403352
chr22	9114588	0.003128	25.403355
chr22	9114859	0.003690	25.403356
chr22	9116155	0.003086	25.403360
chr22	9116997	0.003563	25.403363
chr22	9118030	0.002904	25.403366
chr22	9118358	0.003049	25.403367
chr22	9120479	0.039604	25.403451
chr22	9122002	0.277741	25.403874
chr22	9123558	0.092545	25.404018
chr22	9123873	0.092063	25.404047
chr22	9124622	0.094793	25.404118
chr22	9125155	0.219512	25.404235
chr22	9125612	0.538293	25.404481
chr22	9126152	0.685185	25.404851
chr22	9126762	0.681967	25.405267
chr22	9127494	0.811475	25.405861
chr22	9131299	0.602628	25.408154
chr22	9131691	0.609694	25.408393
chr22	9134835	44.651399	25.548777
chr22	9137424	9.735419	25.573982
chr22	9141092	0.242912	25.574873
chr22	9143541	0.242140	25.575466
chr22	9145817	0.236380	25.576004
chr22	9149475	0.221432	25.576814
chr22	9151185	0.222222	25.577194
chr22	9151238	0.245283	25.577207
chr22	9152096	0.266900	25.577436
chr22	9152127	0.387097	25.577448
chr22	9153266	0.373134	25.577873
chr22	9155339	0.576459	25.579068
chr22	9156203	0.576389	25.579566
chr22	9159575	0.577995	25.581515
chr22	9161185	1.480745	25.583899
chr22	9161881	0.524425	25.584264
chr22	9162109	0.543860	25.584388
chr22	9164119	0.573134	25.585540
chr22	9164746	0.583732	25.585906
chr22	9165158	0.626214	25.586164
chr22	9165451	3.696246	25.587247
chr22	9165454	8.666667	25.587273
chr22	9166049	13.805042	25.595487
chr22	9166332	6.512367	25.597330
chr22	9168241	0.456260	25.598201
chr22	9168640	0.456140	25.598383
chr22	9171218	0.444143	25.599528
chr22	9171736	0.301158	25.599684
chr22	9171861	0.224000	25.599712
chr22	9174693	0.157839	25.600159
chr22	9177112	0.157916	25.600541
chr22	9178673	0.156310	25.600785
chr22	9178903	0.156522	25.600821
chr22	9179140	0.160338	25.600859
chr22	9179684	0.158088	25.600945
chr22	9181662	0.158746	25.601259
chr22	9183639	0.160344	25.601576
chr22	9184214	0.173913	25.601676
chr22	9184660	0.190583	25.601761
chr22	9185981	0.932627	25.602993
chr22	9188939	0.162948	25.603475
chr22	9189987	0.173664	25.603657
chr22	9191578	0.192960	25.603964
chr22	9191745	0.215569	25.604000
chr22	9194085	0.226068	25.604529
chr22	9194973	0.484234	25.604959
chr22	9195862	0.816648	25.605685
chr22	9196090	0.824561	25.605873
chr22	9196515	0.861176	25.606239
chr22	9199307	0.904728	25.608765
chr22	9199612	0.557377	25.608935
chr22	9203772	0.205769	25.609791
chr22	9204000	0.206140	25.609838
chr22	9205768	0.207014	25.610204
chr22	9206069	0.209302	25.610267
chr22	9206442	0.209115	25.610345
chr22	9208346	0.210084	25.610745
chr22	9212186	0.209896	25.611551
chr22	9212234	0.270833	25.611564
chr22	9212491	0.319066	25.611646
chr22	9213078	0.323680	25.611836
chr22	9216773	0.207307	25.612602
chr22	9220252	0.207243	25.613323
chr22	9220478	0.132743	25.613353
chr22	9221903	0.090526	25.613482
chr22	9222271	0.059783	25.613504
chr22	9222551	0.035714	25.613514
chr22	9223519	0.018595	25.613532
chr22	9224790	0.018096	25.613555
chr22	9225164	0.018717	25.613562
chr22	9227603	0.017220	25.613604
chr22	9234067	0.017481	25.613717
chr22	9237037	0.025253	25.613792
chr22	9240826	0.031407	25.613911
chr22	9240838	0.000000	25.613911
chr22	9241040	0.069307	25.613925
chr22	9241125	0.105882	25.613934
chr22	9242465	0.111194	25.614083
chr22	9243782	0.130600	25.614255
chr22	9244167	0.119481	25.614301
chr22	9244916	0.113485	25.614386
chr22	9245550	0.130915	25.614469
chr22	9248180	0.123194	25.614793
chr22	9249184	0.114542	25.614908
chr22	9249351	0.113772	25.614927
chr22	9250274	0.102925	25.615022
chr22	9250411	0.102190	25.615036
chr22	9250603	0.104167	25.615056
chr22	9250975	0.102151	25.615094
chr22	9251715	0.104054	25.615171
chr22	9252390	0.108148	25.615244
chr22	9252504	0.114035	25.615257
chr22	9253588	0.120849	25.615388
chr22	9254574	0.124746	25.615511
chr22	9254988	0.159420	25.615577
chr22	9255568	0.608621	25.615930
chr22	9255847	0.609319	25.616100
chr22	9256075	0.456140	25.616204
chr22	9256133	0.379310	25.616226
chr22	9256134	0.000000	25.616226
chr22	9256263	0.240310	25.616257
chr22	9256427	0.231707	25.616295
chr22	9256439	0.250000	25.616298
chr22	9258685	0.264025	25.616891
chr22	9259054	0.262873	25.616988
chr22	9259228	0.264368	25.617034
chr22	9259371	0.272727	25.617073
chr22	9259810	0.271071	25.617192
chr22	9260635	0.272727	25.617417
chr22	9261978	0.272524	25.617783
chr22	9263340	0.274596	25.618157
chr22	9263806	0.139485	25.618222
chr22	9263914	0.120370	25.618235
chr22	9265530	0.111386	25.618415
chr22	9267590	0.112136	25.618646
chr22	9267692	0.117647	25.618658
chr22	9268002	0.109677	25.618692
chr22	9268788	0.110687	25.618779
chr22	9270356	0.109694	25.618951
chr22	9270986	0.109524	25.619020
chr22	9271097	0.108108	25.619032
chr22	9272695	0.110138	25.619208
chr22	9272914	0.109589	25.619232
chr22	9274585	0.110114	25.619416
chr22	9274678	0.107527	25.619426
chr22	9275485	0.110285	25.619515
chr22	9275701	0.106481	25.619538
chr22	9278424	0.109438	25.619836
chr22	9278451	0.074074	25.619838
chr22	9279211	0.111842	25.619923
chr22	9279537	0.769939	25.620174
chr22	9279855	0.817610	25.620434
chr22	9280112	1.019455	25.620696
chr22	9281420	1.433486	25.622571
chr22	9282257	60.219833	25.672975
chr22	9282977	60.219444	25.716333
chr22	9286330	17.709812	25.775714
chr22	9286502	1.808140	25.776025
chr22	9288522	1.306436	25.778664
chr22	9289325	1.306351	25.779713
chr22	9289826	1.341317	25.780385
chr22	9289866	40.850000	25.782019
chr22	9291550	48.951306	25.864453
chr22	9292124	13.419861	25.872156
chr22	9292176	2.096154	25.872265
chr22	9292846	0.404478	25.872536
chr22	9295860	0.394161	25.873724
chr22	9296300	0.393182	25.873897
chr22	9296671	0.469003	25.874071
chr22	9298258	0.591682	25.875010
chr22	9298729	0.747346	25.875362
chr22	9298889	0.743750	25.875481
chr22	9299242	0.886686	25.875794
chr22	9300353	1.059406	25.876971
chr22	9303107	5.129267	25.891097
chr22	9305152	3.130562	25.897499
chr22	9306242	1.474312	25.899106
chr22	9307116	1.663616	25.900560
chr22	9308828	2.178738	25.904290
chr22	9309713	0.635028	25.904852
chr22	9310076	0.597796	25.905069
chr22	9310303	0.590308	25.905203
chr22	9310568	0.573585	25.905355
chr22	9312736	0.572417	25.906596
chr22	9313941	0.572614	25.907286
chr22	9315242	0.575711	25.908035
chr22	9317039	0.578186	25.909074
chr22	9317266	0.603524	25.909211
chr22	9318242	0.635246	25.909831
chr22	9319187	0.645503	25.910441
chr22	9321126	0.663228	25.911727
chr22	9321190	0.515625	25.911760
chr22	9321368	0.544944	25.911857
chr22	9321825	0.424508	25.912051
chr22	9321927	0.401961	25.912092
chr22	9322154	0.409692	25.912185
chr22	9322924	0.423377	25.912511
chr22	9322989	0.415385	25.912538
chr22	9323400	0.406326	25.912705
chr22	9324311	0.376509	25.913048
chr22	9325078	0.359844	25.913324
chr22	9325269	0.340314	25.913389
chr22	9326708	0.314107	25.913841
chr22	9326769	0.131148	25.913849
chr22	9327170	0.039900	25.913865
chr22	9327315	0.041379	25.913871
chr22	9329220	0.040420	25.913948
chr22	9329280	0.066667	25.913952
chr22	9330350	0.093458	25.914052
chr22	9330802	0.092920	25.914094
chr22	9331674	0.047018	25.914135
chr22	9332263	0.061121	25.914171
chr22	9333616	0.116778	25.914329
chr22	9334776	0.116379	25.914464
chr22	9335720	0.116525	25.914574
chr22	9337397	0.116279	25.914769
chr22	9337969	0.115385	25.914835
chr22	9338757	0.029188	25.914858
chr22	9340573	0.029185	25.914911
chr22	9341145	0.027972	25.914927
chr22	9341250	0.028571	25.914930
chr22	9341275	0.040000	25.914931
chr22	9341538	0.026616	25.914938
chr22	9342583	0.027751	25.914967
chr22	9344147	0.025575	25.915007
chr22	9344507	0.025000	25.915016
chr22	9345275	0.026042	25.915036
chr22	9345641	0.024590	25.915045
chr22	9346202	0.026738	25.915060
chr22	9346723	0.024952	25.915073
chr22	9347719	0.025100	25.915098
chr22	9348579	0.026744	25.915121
chr22	9348863	0.045775	25.915134
chr22	9349033	0.105882	25.915152
chr22	9350917	0.155520	25.915445
chr22	9351150	0.154506	25.915481
chr22	9352254	2.587862	25.918338
chr22	9352562	0.152597	25.918385
chr22	9352596	0.147059	25.918390
chr22	9353445	0.150766	25.918518
chr22	9355529	0.151631	25.918834
chr22	9355766	0.151899	25.918870
chr22	9356094	0.149390	25.918919
chr22	9356255	0.149068	25.918943
chr22	9356496	0.157676	25.918981
chr22	9357437	1.437832	25.920334
chr22	9358464	0.147030	25.920485
chr22	9358859	0.146835	25.920543
chr22	9359138	0.121864	25.920577
chr22	9359775	0.031397	25.920597
chr22	9361604	0.015309	25.920625
chr22	9361874	0.014815	25.920629
chr22	9362061	0.016043	25.920632
chr22	9362134	0.013699	25.920633
chr22	9362332	0.020202	25.920637
chr22	9362766	0.013825	25.920643
chr22	9362880	0.017544	25.920645
chr22	9363005	0.016000	25.920647
chr22	9363565	0.016071	25.920656
chr22	9364249	0.014620	25.920666
chr22	9364463	0.018692	25.920670
chr22	9364577	0.008772	25.920671
chr22	9364799	0.018018	25.920675
chr22	9364910	0.018018	25.920677
chr22	9365241	0.015106	25.920682
chr22	9365303	0.016129	25.920683
chr22	9366819	0.019789	25.920713
chr22	9368102	0.331255	25.921138
chr22	9368554	0.391593	25.921315
chr22	9369782	0.524430	25.921959
chr22	9370861	0.326228	25.922311
chr22	9371825	0.614108	25.922903
chr22	9372204	1.324538	25.923405
chr22	9373781	0.638554	25.924412
chr22	9373827	0.913043	25.924454
chr22	9374406	1.170984	25.925132
chr22	9374520	1.096491	25.925257
chr22	9374613	1.032258	25.925353
chr22	9374651	0.868421	25.925386
chr22	9374965	0.649682	25.925590
chr22	9376019	0.371917	25.925982
chr22	9376129	1.745455	25.926174
chr22	9376433	1.746711	25.926705
chr22	9377104	0.363636	25.926949
chr22	9377395	0.367698	25.927056
chr22	9377417	0.363636	25.927064
chr22	9377453	0.361111	25.927077
chr22	9378294	0.365042	25.927384
chr22	9378671	0.366048	25.927522
chr22	9379455	0.368622	25.927811
chr22	9379672	0.382488	25.927894
chr22	9379949	0.433213	25.928014
chr22	9380556	0.454695	25.928290
chr22	9380944	0.657216	25.928545
chr22	9381015	0.309859	25.928567
chr22	9381700	0.113869	25.928645
chr22	9381798	0.091837	25.928654
chr22	9382640	0.096200	25.928735
chr22	9382836	0.091837	25.928753
chr22	9383325	0.096115	25.928800
chr22	9385065	0.094828	25.928965
chr22	9390908	7.307890	25.971665
chr22	9392072	6.667526	25.979426
chr22	9392741	0.730942	25.979915
chr22	9393345	1.528146	25.980838
chr22	9393473	1.523438	25.981033
chr22	9393937	0.756466	25.981384
chr22	9394833	0.753348	25.982059
chr22	9395077	0.717213	25.982234
chr22	9395245	0.607143	25.982336
chr22	9396334	0.146006	25.982495
chr22	9397130	0.146985	25.982612
chr22	9400175	0.135304	25.983024
chr22	9401447	0.136006	25.983197
chr22	9401467	0.150000	25.983200
chr22	9401928	0.134490	25.983262
chr22	9401940	0.166667	25.983264
chr22	9403480	0.135065	25.983472
chr22	9403899	0.136038	25.983529
chr22	9404475	0.137153	25.983608
chr22	9405059	0.135274	25.983687
chr22	9405110	0.137255	25.983694
chr22	9405485	0.138667	25.983746
chr22	9405752	0.134831	25.983782
chr22	9405766	0.142857	25.983784
chr22	9405829	0.142857	25.983793
chr22	9405874	0.133333	25.983799
chr22	9406135	0.137931	25.983835
chr22	9406488	0.141643	25.983885
chr22	9406693	11.478049	25.986238
chr22	9406746	13.471698	25.986952
chr22	9408245	21.168779	26.018684
chr22	9408551	23.699346	26.025936
chr22	9408910	23.715877	26.034450
chr22	9409586	23.599112	26.050403
chr22	9410363	0.830116	26.051048
chr22	9411271	0.084802	26.051125
chr22	9411368	0.082474	26.051133
chr22	9412459	0.081577	26.051222
chr22	9412769	0.080645	26.051247
chr22	9413201	0.083333	26.051283
chr22	9413213	0.083333	26.051284
chr22	9413261	0.104167	26.051289
chr22	9413651	0.094872	26.051326
chr22	9413849	0.101010	26.051346
chr22	9414433	0.111301	26.051411
chr22	9414641	0.163462	26.051445
chr22	9416040	0.232309	26.051770
chr22	9416627	0.241908	26.051912
chr22	9416774	0.265306	26.051951
chr22	9417870	0.304745	26.052285
chr22	9417972	0.254902	26.052311
chr22	9418551	0.132988	26.052388
chr22	9418641	0.066667	26.052394
chr22	9418642	0.000000	26.052394
chr22	9420136	0.005355	26.052402
chr22	9420446	0.006452	26.052404
chr22	9420614	0.005952	26.052405
chr22	9421037	0.004728	26.052407
chr22	9421183	0.006849	26.052408
chr22	9422022	0.004768	26.052412
chr22	9422510	0.004098	26.052414
chr22	9422801	0.006873	26.052416
chr22	9422940	0.007194	26.052417
chr22	9423753	0.004920	26.052421
chr22	9423931	0.005618	26.052422
chr22	9424904	0.006166	26.052428
chr22	9425700	1.324121	26.053482
chr22	9425713	0.692308	26.053491
chr22	9425801	0.068182	26.053497
chr22	9426718	0.005453	26.053502
chr22	9428255	0.005856	26.053511
chr22	9428518	0.003802	26.053512
chr22	9428651	0.007519	26.053513
chr22	9428684	0.000000	26.053513
chr22	9429492	0.006188	26.053518
chr22	9429563	0.000000	26.053518
chr22	9429594	0.000000	26.053518
chr22	9429836	0.008264	26.053520
chr22	9429913	0.000000	26.053520
chr22	9430177	0.007576	26.053522
chr22	9431952	0.008451	26.053537
chr22	9431984	0.031250	26.053538
chr22	9434711	0.009901	26.053565
chr22	9438021	0.728097	26.055975
chr22	9438172	0.523179	26.056054
chr22	9439488	1.496201	26.058023
chr22	9440840	2.215237	26.061018
chr22	9441124	0.767606	26.061236
chr22	9443886	0.030775	26.061321
chr22	9448335	0.030344	26.061456
chr22	9449000	0.030075	26.061476
chr22	9450367	0.029993	26.061517
chr22	9451032	0.031579	26.061538
chr22	9451327	0.037288	26.061549
chr22	9451721	3.025381	26.062741
chr22	9452584	1.655852	26.064170
chr22	9455091	0.056641	26.064312
chr22	9456707	0.054455	26.064400
chr22	9458044	0.054600	26.064473
chr22	9459234	0.055462	26.064539
chr22	9459927	0.079365	26.064594
chr22	9462036	0.265529	26.065154
chr22	9462149	1.318584	26.065303
chr22	9462537	1.961340	26.066064
chr22	9463254	3.401674	26.068503
chr22	9463266	8.916667	26.068610
chr22	9463441	17.285714	26.071635
chr22	9463693	5.468254	26.073013
chr22	9464399	3.665722	26.075601
chr22	9465351	2.053571	26.077556
chr22	9466564	0.197857	26.077796
chr22	9466660	0.197917	26.077815
chr22	9467046	0.196891	26.077891
chr22	9467132	0.197674	26.077908
